Date,Year,Team,Opponent,Win,Home,Star,Foreign,ball,OPS,BA,RBI,R,ERA,K,WHIP
2018/4/8,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/11,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/12,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/13,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/14,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/15,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/17,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/19,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/20,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/21,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/22,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/25,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/26,2018,富邦悍將,Lamigo,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/27,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/28,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/4/29,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/2,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/3,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/4,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/5,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/6,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/10,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/11,2018,富邦悍將,Lamigo,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/12,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/13,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/15,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/17,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/18,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/19,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/20,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/23,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/24,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/25,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/26,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/27,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/29,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/5/31,2018,富邦悍將,Lamigo,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/1,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/2,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/3,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/7,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/8,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/9,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/10,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/12,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/14,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/15,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/19,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/23,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/6/24,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/12,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/13,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/14,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/15,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/17,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/19,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/20,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/22,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/24,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/26,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/27,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/28,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/7/29,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/1,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/2,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/3,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/4,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/5,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/8,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/9,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/10,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/11,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/12,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/16,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/18,2018,富邦悍將,Lamigo,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/22,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/23,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/24,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/25,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/26,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/29,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/30,2018,富邦悍將,中信兄弟,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/8/31,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/1,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/2,2018,富邦悍將,統一7-ELEVEn獅,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/5,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/6,2018,富邦悍將,Lamigo,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/7,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/9,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/11,2018,富邦悍將,Lamigo,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/13,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/14,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/15,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/16,2018,富邦悍將,中信兄弟,1,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/18,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/20,2018,富邦悍將,統一7-ELEVEn獅,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/21,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/22,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/23,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/26,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/27,2018,富邦悍將,中信兄弟,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/29,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/30,2018,富邦悍將,統一7-ELEVEn獅,0,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/9/30,2018,富邦悍將,統一7-ELEVEn獅,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/2,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/4,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/5,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/6,2018,富邦悍將,Lamigo,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/7,2018,富邦悍將,Lamigo,0,0,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2018/10/13,2018,富邦悍將,中信兄弟,1,1,4,0,0,0.905770492,0.340182122,75.14754098,59.03278689,3,47,1.12
2017/3/25,2017,富邦悍將,中信兄弟,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/3/26,2017,富邦悍將,Lamigo,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/3/29,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/3/30,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/1,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/2,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/2,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/4,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/6,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/7,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/8,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/9,2017,富邦悍將,中信兄弟,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/12,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/14,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/15,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/16,2017,富邦悍將,統一7-ELEVEn獅,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/18,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/20,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/21,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/22,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/23,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/25,2017,富邦悍將,中信兄弟,NA,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/28,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/29,2017,富邦悍將,Lamigo,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/4/30,2017,富邦悍將,Lamigo,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/2,2017,富邦悍將,統一7-ELEVEn獅,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/4,2017,富邦悍將,統一7-ELEVEn獅,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/5,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/6,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/7,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/9,2017,富邦悍將,Lamigo,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/11,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/12,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/13,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/14,2017,富邦悍將,中信兄弟,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/17,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/18,2017,富邦悍將,統一7-ELEVEn獅,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/19,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/20,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/21,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/23,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/25,2017,富邦悍將,中信兄弟,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/26,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/27,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/28,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/5/31,2017,富邦悍將,中信兄弟,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/7,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/8,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/9,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/10,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/11,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/18,2017,富邦悍將,Lamigo,NA,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/20,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/22,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/24,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/25,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/6/29,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/1,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/2,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/6,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/12,2017,富邦悍將,中信兄弟,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/13,2017,富邦悍將,中信兄弟,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/14,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/15,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/16,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/19,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/20,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/21,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/22,2017,富邦悍將,中信兄弟,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/23,2017,富邦悍將,中信兄弟,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/25,2017,富邦悍將,Lamigo,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/27,2017,富邦悍將,Lamigo,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/7/28,2017,富邦悍將,統一7-ELEVEn獅,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/2,2017,富邦悍將,Lamigo,0,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/3,2017,富邦悍將,Lamigo,1,1,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/4,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/5,2017,富邦悍將,統一7-ELEVEn獅,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/6,2017,富邦悍將,統一7-ELEVEn獅,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/9,2017,富邦悍將,中信兄弟,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/10,2017,富邦悍將,中信兄弟,1,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/11,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/12,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
2017/8/13,2017,富邦悍將,Lamigo,0,0,5,1,0,0.899310714,0.322631714,63.29285714,54.86071429,2.350746269,122.6529851,1.078255597
