Date,Year,Team,Opponent,Win,Home,Star,Foreign,ball,OPS,BA,RBI,R,ERA,K,WHIP
2024/3/31,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/3,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/4,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/5,2024,富邦悍將,台鋼雄鷹,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/6,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/7,2024,富邦悍將,台鋼雄鷹,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/10,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/11,2024,富邦悍將,味全龍,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/12,2024,富邦悍將,樂天桃猿,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/13,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/14,2024,富邦悍將,樂天桃猿,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/17,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/18,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/19,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/20,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/21,2024,富邦悍將,統一7-ELEVEn獅,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/23,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/27,2024,富邦悍將,味全龍,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/4/28,2024,富邦悍將,味全龍,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/2,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/3,2024,富邦悍將,中信兄弟,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/4,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/5,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/7,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/10,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/11,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/12,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/15,2024,富邦悍將,統一7-ELEVEn獅,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/17,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/18,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/19,2024,富邦悍將,味全龍,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/22,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/24,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/25,2024,富邦悍將,台鋼雄鷹,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/26,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/29,2024,富邦悍將,中信兄弟,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/30,2024,富邦悍將,中信兄弟,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/5/31,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/1,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/4,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/7,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/8,2024,富邦悍將,樂天桃猿,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/9,2024,富邦悍將,樂天桃猿,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/10,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/11,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/13,2024,富邦悍將,味全龍,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/14,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/15,2024,富邦悍將,台鋼雄鷹,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/16,2024,富邦悍將,台鋼雄鷹,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/18,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/20,2024,富邦悍將,統一7-ELEVEn獅,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/21,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/22,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/23,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/25,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/26,2024,富邦悍將,味全龍,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/27,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/6/29,2024,富邦悍將,統一7-ELEVEn獅,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/1,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/2,2024,富邦悍將,樂天桃猿,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/5,2024,富邦悍將,樂天桃猿,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/6,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/7,2024,富邦悍將,樂天桃猿,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/9,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/10,2024,富邦悍將,台鋼雄鷹,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/12,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/13,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/14,2024,富邦悍將,統一7-ELEVEn獅,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/16,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/17,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/23,2024,富邦悍將,味全龍,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/26,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/27,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/7/28,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/1,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/2,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/3,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/4,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/6,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/7,2024,富邦悍將,統一7-ELEVEn獅,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/9,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/11,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/13,2024,富邦悍將,中信兄弟,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/14,2024,富邦悍將,中信兄弟,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/16,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/18,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/21,2024,富邦悍將,台鋼雄鷹,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/22,2024,富邦悍將,台鋼雄鷹,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/23,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/24,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/25,2024,富邦悍將,統一7-ELEVEn獅,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/27,2024,富邦悍將,樂天桃猿,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/28,2024,富邦悍將,樂天桃猿,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/30,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/8/31,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/1,2024,富邦悍將,中信兄弟,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/4,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/5,2024,富邦悍將,味全龍,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/6,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/7,2024,富邦悍將,台鋼雄鷹,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/8,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/10,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/11,2024,富邦悍將,統一7-ELEVEn獅,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/13,2024,富邦悍將,樂天桃猿,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/14,2024,富邦悍將,樂天桃猿,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/15,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/17,2024,富邦悍將,中信兄弟,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/19,2024,富邦悍將,台鋼雄鷹,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/20,2024,富邦悍將,台鋼雄鷹,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/24,2024,富邦悍將,中信兄弟,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/26,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/27,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/28,2024,富邦悍將,味全龍,1,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/9/29,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/1,2024,富邦悍將,樂天桃猿,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/5,2024,富邦悍將,味全龍,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/6,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/7,2024,富邦悍將,統一7-ELEVEn獅,0,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/8,2024,富邦悍將,味全龍,0,0,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2024/10/10,2024,富邦悍將,統一7-ELEVEn獅,1,1,5,3,1,0.838,0.333333333,44,38,2.583732057,96.86479003,1.219365482
2023/4/2,2023,富邦悍將,樂天桃猿,NA,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/2,2023,富邦悍將,樂天桃猿,NA,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/3,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/4,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/5,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/7,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/9,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/11,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/12,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/13,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/15,2023,富邦悍將,統一7-ELEVEn獅,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/16,2023,富邦悍將,中信兄弟,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/20,2023,富邦悍將,味全龍,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/21,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/22,2023,富邦悍將,中信兄弟,NA,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/24,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/25,2023,富邦悍將,樂天桃猿,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/27,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/28,2023,富邦悍將,統一7-ELEVEn獅,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/29,2023,富邦悍將,統一7-ELEVEn獅,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/4/30,2023,富邦悍將,統一7-ELEVEn獅,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/2,2023,富邦悍將,樂天桃猿,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/3,2023,富邦悍將,樂天桃猿,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/5,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/6,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/7,2023,富邦悍將,中信兄弟,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/9,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/10,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/11,2023,富邦悍將,統一7-ELEVEn獅,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/13,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/14,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/16,2023,富邦悍將,味全龍,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/17,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/18,2023,富邦悍將,中信兄弟,NA,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/19,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/21,2023,富邦悍將,樂天桃猿,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/25,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/26,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/27,2023,富邦悍將,味全龍,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/28,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/30,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/5/31,2023,富邦悍將,統一7-ELEVEn獅,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/2,2023,富邦悍將,樂天桃猿,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/3,2023,富邦悍將,樂天桃猿,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/4,2023,富邦悍將,樂天桃猿,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/7,2023,富邦悍將,統一7-ELEVEn獅,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/8,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/9,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/10,2023,富邦悍將,味全龍,NA,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/13,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/14,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/16,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/17,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/18,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/21,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/22,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/23,2023,富邦悍將,中信兄弟,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/25,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/6/29,2023,富邦悍將,統一7-ELEVEn獅,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/1,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/3,2023,富邦悍將,統一7-ELEVEn獅,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/14,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/15,2023,富邦悍將,統一7-ELEVEn獅,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/16,2023,富邦悍將,統一7-ELEVEn獅,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/18,2023,富邦悍將,樂天桃猿,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/19,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/21,2023,富邦悍將,味全龍,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/23,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/24,2023,富邦悍將,味全龍,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/7/25,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/2,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/5,2023,富邦悍將,中信兄弟,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/6,2023,富邦悍將,統一7-ELEVEn獅,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/9,2023,富邦悍將,樂天桃猿,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/12,2023,富邦悍將,統一7-ELEVEn獅,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/14,2023,富邦悍將,樂天桃猿,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/15,2023,富邦悍將,味全龍,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/18,2023,富邦悍將,中信兄弟,1,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/19,2023,富邦悍將,中信兄弟,0,1,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/22,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/23,2023,富邦悍將,中信兄弟,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/25,2023,富邦悍將,味全龍,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/26,2023,富邦悍將,味全龍,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/27,2023,富邦悍將,味全龍,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/28,2023,富邦悍將,樂天桃猿,0,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
2023/8/30,2023,富邦悍將,中信兄弟,1,0,5,2,1,0.802,0.317934783,41,47,2.199747156,1.050084282,2.196961652
